@W: CL240 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\component\work\TOP\OSC_0\TOP_OSC_0_OSC.vhd":15:10:15:19|Signal XTLOSC_CCC is floating; a simulation mismatch is possible.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":156:34:156:40|Signal and4out is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":156:43:156:49|Signal and5out is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":156:52:156:58|Signal and6out is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":156:61:156:67|Signal and7out is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":156:70:156:76|Signal and8out is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":157:7:157:12|Signal and1in is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":157:14:157:19|Signal and2in is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":157:21:157:26|Signal and3in is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":157:28:157:33|Signal and4in is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":157:35:157:40|Signal and5in is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":157:42:157:47|Signal and6in is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":157:49:157:54|Signal and7in is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":157:56:157:61|Signal and8in is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":158:7:158:10|Signal fpm2 is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":159:7:159:7|Signal f is undriven. Either assign the signal a value or remove the signal declaration.
@W: CL117 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\D_3_23Feb2019.vhd":16:0:16:3|Latch generated from process for signal y(23 downto 0); possible missing assignment in an if or case statement.
@W: CL117 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\PE_3_23Feb2019.vhd":20:8:20:9|Latch generated from process for signal dout(4 downto 0); possible missing assignment in an if or case statement.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\spi.vhd":74:19:74:21|Signal in9 is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\spi.vhd":74:28:74:31|Signal in11 is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\spi.vhd":74:33:74:36|Signal in13 is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD434 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":393:21:393:25|Signal shreg in the sensitivity list is not used in the process. Make sure all variables in the sensitivity list are referenced in the process.
@W: CG296 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":393:0:393:6|Incomplete sensitivity list; assuming completeness. Make sure all referenced variables in message CG290 are included in the sensitivity list.
@W: CG290 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":671:37:671:43|Referenced variable ensclk1 is not in sensitivity list.
@W: CL113 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":281:4:281:5|Feedback mux created for signal q_rdint[4:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL117 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":281:4:281:5|Latch generated from process for signal rdint_en; possible missing assignment in an if or case statement.
@W: CL113 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":238:4:238:5|Feedback mux created for signal q_path[4:0]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL117 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":238:4:238:5|Latch generated from process for signal path_en; possible missing assignment in an if or case statement.
@W: CL113 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":194:4:194:5|Feedback mux created for signal pq1[5:1]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL117 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":194:4:194:5|Latch generated from process for signal pq1clk; possible missing assignment in an if or case statement.
@W: CL113 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":156:4:156:5|Feedback mux created for signal q1[5:1]. To avoid the feedback mux, assign values explicitly under all conditions of conditional assignment statements.
@W: CL117 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":281:4:281:5|Latch generated from process for signal qrdint_res; possible missing assignment in an if or case statement.
@W: CL117 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":238:4:238:5|Latch generated from process for signal qpath_res; possible missing assignment in an if or case statement.
@W: CL117 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":194:4:194:5|Latch generated from process for signal pq1res; possible missing assignment in an if or case statement.
@W: CL117 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\switchcheck.vhd":156:4:156:5|Latch generated from process for signal q1res; possible missing assignment in an if or case statement.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\input_faults.vhd":24:11:24:20|Signal stop_count is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\input_faults.vhd":25:11:25:15|Signal temp2 is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\input_faults.vhd":27:32:27:41|Signal reset_flag is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\input_faults.vhd":28:11:28:23|Signal countervalue1 is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\f9_input.vhd":24:11:24:20|Signal stop_count is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\f9_input.vhd":25:11:25:15|Signal temp2 is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\f9_input.vhd":27:32:27:41|Signal reset_flag is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\f9_input.vhd":28:11:28:23|Signal countervalue1 is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\f3_f4_input.vhd":24:11:24:20|Signal stop_count is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\f3_f4_input.vhd":25:11:25:15|Signal temp2 is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\f3_f4_input.vhd":27:32:27:41|Signal reset_flag is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\f3_f4_input.vhd":28:11:28:23|Signal countervalue1 is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\fault_prss_13march19.vhd":22:11:22:15|Signal temp2 is undriven. Either assign the signal a value or remove the signal declaration.
@W: CL260 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":170:12:170:13|Pruning register bit 31 of counterQ(31 downto 0). If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL279 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":170:12:170:13|Pruning register bits 30 to 17 of counterQ(30 downto 0). If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL260 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":170:12:170:13|Pruning register bit 16 of counterQ(16 downto 0). If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL279 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":170:12:170:13|Pruning register bits 15 to 11 of counterQ(15 downto 0). If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL260 :"E:\MIAWU\03-08-2021\DARIN 2 V1 FPGA SOUCE\Software\miawu_upgr2_23_06_2021_v2\hdl\main_PE_D_3_23Feb2019.vhd":170:12:170:13|Pruning register bit 10 of counterQ(10 downto 0). If this is not the intended behavior, drive the input with valid values, or an input from the top level.

